Estado,Hospitalizados (%),Ventilación (%),UCI y Ventilación (%),Fecha
Durango,23.07,10.63,16.98,2021-05-22
Tamaulipas,18.2,12.24,26.53,2021-05-22
Guerrero,17.66,13.7,21.05,2021-05-22
Baja California Sur,16.46,15,0,2021-05-22
Nayarit,16.33,10,0,2021-05-22
Ciudad de México,16.16,12.58,18.73,2021-05-22
Nuevo León,15.46,14.58,23.91,2021-05-22
Tabasco,15,19.89,23.45,2021-05-22
Coahuila de Zaragoza,14.13,10.61,22.22,2021-05-22
Morelos,13.97,7.29,8.33,2021-05-22
Baja California,13.72,12.4,5.76,2021-05-22
Veracruz de Ignacio de La Llave,13.15,10.93,18.69,2021-05-22
Michoacán de Ocampo,13.12,15.17,29.41,2021-05-22
Aguascalientes,12.44,15.42,29.31,2021-05-22
México,12.33,11.55,33.98,2021-05-22
Puebla,11.72,13.01,13.75,2021-05-22
Oaxaca,11.07,16.14,26.08,2021-05-22
Yucatán,10.59,20.43,31.03,2021-05-22
Sonora,10.54,9.59,35.71,2021-05-22
Chihuahua,9.55,26.28,24.35,2021-05-22
Zacatecas,8.38,11.94,77.77,2021-05-22
Colima,8,12.3,5.55,2021-05-22
Sinaloa,7.24,9.96,16.83,2021-05-22
Tlaxcala,6.6,9.32,0,2021-05-22
Guanajuato,6.41,3.23,11.26,2021-05-22
Querétaro,6.25,8.95,63.33,2021-05-22
Hidalgo,5.26,6.86,1.72,2021-05-22
Jalisco,4.93,6.97,11.26,2021-05-22
Chiapas,4.45,5,6.06,2021-05-22
San Luis Potosí,2.29,10.22,14.28,2021-05-22
Campeche,2.28,4.34,3.03,2021-05-22
Quintana Roo,33.08,21.25,23.52,2021-05-23
Chihuahua,26.59,27.58,25.49,2021-05-23
Nuevo León,20.91,20.29,24.09,2021-05-23
Tamaulipas,19.31,7.95,3.12,2021-05-23
Durango,14.28,7.24,16.07,2021-05-23
Guerrero,13.66,11.04,20,2021-05-23
Morelos,12.06,10.71,8.33,2021-05-23
Baja California,11.76,15.83,12.12,2021-05-23
Oaxaca,11.76,13.44,18.3,2021-05-23
Puebla,11.64,12.16,21.73,2021-05-23
Nayarit,11.59,3.12,0,2021-05-23
Baja California Sur,11.21,3.5,0,2021-05-23
Ciudad de México,11.07,7.91,14.81,2021-05-23
Tabasco,10.72,13.43,34.14,2021-05-23
Veracruz de Ignacio de La Llave,10.38,6.43,17.77,2021-05-23
México,9.28,14.22,27.77,2021-05-23
Sonora,8.58,11.53,33.33,2021-05-23
Colima,8.19,16,5.55,2021-05-23
Aguascalientes,8.18,12.38,18.18,2021-05-23
Michoacán de Ocampo,7.75,12.72,33.33,2021-05-23
Tlaxcala,6.66,12.5,0,2021-05-23
Yucatán,6.55,28.3,63.63,2021-05-23
Hidalgo,6.38,3.44,0,2021-05-23
Coahuila de Zaragoza,5.33,3.4,0,2021-05-23
Sinaloa,4.39,5.31,8.64,2021-05-23
Jalisco,4.19,6.07,8.83,2021-05-23
Zacatecas,4.08,21.31,65,2021-05-23
Guanajuato,3.37,2.69,10.41,2021-05-23
Querétaro,2.66,5.18,56.25,2021-05-23
San Luis Potosí,2.06,3.47,10.71,2021-05-23
Campeche,1.43,2.19,6.25,2021-05-23
Chiapas,0.66,5.48,9.09,2021-05-23
Quintana Roo,36.09,21.98,34.42,2021-05-24
Tamaulipas,19.08,13.33,31.57,2021-05-24
Guerrero,18.25,12.38,23.65,2021-05-24
Baja California Sur,17.25,14.43,0,2021-05-24
Ciudad de México,16.66,13.59,17.01,2021-05-24
Nuevo León,16.65,14.86,26.37,2021-05-24
Aguascalientes,16.47,15.66,26.41,2021-05-24
Baja California,15.26,14.96,8.88,2021-05-24
Durango,14.85,10.47,13.63,2021-05-24
Tabasco,14.28,19.78,20.27,2021-05-24
Veracruz de Ignacio de La Llave,14.22,9.97,15.67,2021-05-24
Querétaro,13.56,9.4,68.18,2021-05-24
Puebla,13.16,13.85,23.07,2021-05-24
Nayarit,13.07,13.22,0,2021-05-24
Morelos,12.71,4.95,3.33,2021-05-24
México,12.49,11.41,32.48,2021-05-24
Michoacán de Ocampo,12.18,13.87,23.52,2021-05-24
Sonora,11.66,10.6,44.73,2021-05-24
Colima,11.32,13.63,5.55,2021-05-24
Chihuahua,11.11,22.33,21.11,2021-05-24
Tlaxcala,10.98,8.57,0,2021-05-24
Oaxaca,10.85,12.83,23.91,2021-05-24
Coahuila de Zaragoza,10.84,5.44,6.81,2021-05-24
Yucatán,10.72,18.94,31.03,2021-05-24
Sinaloa,7.44,9.67,20.65,2021-05-24
Hidalgo,6.76,3.64,3.84,2021-05-24
Zacatecas,6.58,10.9,65,2021-05-24
Guanajuato,6.32,3.3,10.6,2021-05-24
Jalisco,5.55,7.49,12.93,2021-05-24
Chiapas,5.14,5.03,7.57,2021-05-24
Campeche,4.13,5.35,6.25,2021-05-24
San Luis Potosí,2.44,8.48,10,2021-05-24
Baja California Sur,26.81,16.47,0,2021-05-25
Quintana Roo,25.54,21.95,27.9,2021-05-25
Nuevo León,21.98,17.42,29.45,2021-05-25
Ciudad de México,19.28,13.89,24.15,2021-05-25
Nayarit,18.51,15.85,0,2021-05-25
Guerrero,17.61,12.61,20,2021-05-25
Tamaulipas,17.19,14.4,26.59,2021-05-25
Baja California,16.76,11.26,12,2021-05-25
Durango,16.66,10.37,13.43,2021-05-25
Tabasco,15.65,18.13,17.56,2021-05-25
Aguascalientes,14.7,16.77,26.41,2021-05-25
México,14.24,11.94,31,2021-05-25
Veracruz de Ignacio de La Llave,14.13,10.59,12.59,2021-05-25
Puebla,13.92,13.77,23.76,2021-05-25
Chihuahua,13.85,24.87,25.55,2021-05-25
Jalisco,13.28,9.03,16.08,2021-05-25
Sonora,13.14,10.32,33.33,2021-05-25
Querétaro,12.26,7.63,68.18,2021-05-25
Colima,12.19,14.51,5.55,2021-05-25
Michoacán de Ocampo,12.05,12.74,22.22,2021-05-25
Morelos,12,7.43,3.33,2021-05-25
Yucatán,11.9,19.62,52.94,2021-05-25
Oaxaca,11.84,12.63,25.8,2021-05-25
Coahuila de Zaragoza,11.45,7.64,7.69,2021-05-25
Tlaxcala,10.52,10,0,2021-05-25
Sinaloa,7.96,11,26.08,2021-05-25
Zacatecas,7.73,11.04,65,2021-05-25
Hidalgo,7.5,4.3,4.25,2021-05-25
Guanajuato,4.53,3.43,10.71,2021-05-25
Chiapas,4.43,3.53,7.84,2021-05-25
Campeche,4.29,4.58,9.09,2021-05-25
San Luis Potosí,3,7.62,10.14,2021-05-25
Quintana Roo,29.72,21.23,44.89,2021-05-26
Baja California Sur,25.42,16.94,0,2021-05-26
Nuevo León,22.74,19.24,31.15,2021-05-26
Durango,21.35,9.52,13.43,2021-05-26
Tamaulipas,19.5,13.2,26.88,2021-05-26
Baja California,18.36,12.35,11.11,2021-05-26
Chihuahua,17.47,22.33,24.44,2021-05-26
Ciudad de México,17.47,13.41,18.42,2021-05-26
Guerrero,16.15,12.27,18.88,2021-05-26
Tabasco,15.62,20.74,20.98,2021-05-26
Yucatán,14,21.62,50,2021-05-26
México,13.82,11.87,29.72,2021-05-26
Nayarit,13.76,12.79,0,2021-05-26
Coahuila de Zaragoza,13.3,11.2,45.45,2021-05-26
Puebla,12.91,14.01,25.55,2021-05-26
Aguascalientes,12.8,15.24,26.41,2021-05-26
Sonora,12.46,11.11,45.94,2021-05-26
Jalisco,12.41,9.11,16,2021-05-26
Veracruz de Ignacio de La Llave,11.83,10.02,13.55,2021-05-26
Colima,11.65,16.39,5.55,2021-05-26
Oaxaca,11.53,13.88,22.58,2021-05-26
Morelos,10.73,7.23,1.66,2021-05-26
Michoacán de Ocampo,10.07,11.38,14.28,2021-05-26
Sinaloa,10.02,12.12,26.31,2021-05-26
Hidalgo,9.42,4.94,6.38,2021-05-26
Tlaxcala,9.21,12.72,0,2021-05-26
Zacatecas,8.64,11.8,72.22,2021-05-26
Querétaro,7.98,8.96,62.5,2021-05-26
Guanajuato,4.29,3.46,10.71,2021-05-26
Chiapas,4.09,3.69,4.54,2021-05-26
Campeche,3.72,6.08,9.09,2021-05-26
San Luis Potosí,2.39,7.92,7.35,2021-05-26
Quintana Roo,29.67,20,34.78,2021-05-27
Baja California Sur,28.57,15.6,0,2021-05-27
Durango,20.18,9.8,16.41,2021-05-27
Nuevo León,20.05,21.86,32.88,2021-05-27
Chihuahua,19.71,19.3,20,2021-05-27
Tamaulipas,19.47,11.36,23.33,2021-05-27
Ciudad de México,18.68,12.9,16.78,2021-05-27
Baja California,17.58,15.83,11.11,2021-05-27
Sonora,15.9,11.53,40.54,2021-05-27
Tabasco,15.11,25.51,25,2021-05-27
Guerrero,14.98,12.1,18.88,2021-05-27
México,14.01,12.21,32.05,2021-05-27
Yucatán,12.77,18.39,61.11,2021-05-27
Puebla,12.5,14.77,25.92,2021-05-27
Sinaloa,12.4,13.86,25.26,2021-05-27
Veracruz de Ignacio de La Llave,12.37,9.63,15.32,2021-05-27
Morelos,12,7.43,0,2021-05-27
Oaxaca,11.74,14.45,24.71,2021-05-27
Aguascalientes,11.65,12.19,24.52,2021-05-27
Zacatecas,11.56,11.11,61.11,2021-05-27
Jalisco,11.49,9.2,14.07,2021-05-27
Coahuila de Zaragoza,11.02,8.78,36.36,2021-05-27
Tlaxcala,10.38,12.26,0,2021-05-27
Michoacán de Ocampo,10.35,12.3,12.5,2021-05-27
Hidalgo,9.55,5.46,6.38,2021-05-27
Querétaro,8.99,9.35,62.5,2021-05-27
Colima,8.24,12.72,0,2021-05-27
Nayarit,8.18,11.25,0,2021-05-27
Guanajuato,5.47,4.1,12.5,2021-05-27
Campeche,3.13,7.82,12.5,2021-05-27
Chiapas,3.01,3.35,4.54,2021-05-27
San Luis Potosí,3.01,5.38,7.24,2021-05-27
Quintana Roo,25.83,21.42,29.41,2021-05-28
Baja California Sur,25.55,18.28,0,2021-05-28
Nuevo León,21.99,20.8,32.99,2021-05-28
Durango,21.1,11.42,19.11,2021-05-28
Tabasco,20.13,22.77,24.7,2021-05-28
Tamaulipas,18.94,13.17,24.13,2021-05-28
Chihuahua,17.9,18.84,16.66,2021-05-28
Ciudad de México,16.34,13.2,15.66,2021-05-28
Baja California,16.14,15.76,13.33,2021-05-28
Sonora,14.52,11.55,38.09,2021-05-28
Guerrero,14.32,10.95,17.77,2021-05-28
Sinaloa,13.87,14.6,29.54,2021-05-28
México,13.63,12.04,32.25,2021-05-28
Coahuila de Zaragoza,12.2,8.33,27.27,2021-05-28
Zacatecas,12,9.03,50,2021-05-28
Puebla,11.91,13.33,25.45,2021-05-28
Veracruz de Ignacio de La Llave,11.85,9.09,16,2021-05-28
Oaxaca,11.54,14.51,24.71,2021-05-28
Michoacán de Ocampo,11.3,11.5,12.5,2021-05-28
Morelos,11,11.7,0,2021-05-28
Hidalgo,10.95,7.26,4.65,2021-05-28
Yucatán,10.94,24.59,61.11,2021-05-28
Jalisco,10.67,8.37,14.45,2021-05-28
Tlaxcala,10.45,13.76,0,2021-05-28
Aguascalientes,9.2,12.65,24.52,2021-05-28
Nayarit,8.25,8.75,0,2021-05-28
Querétaro,6.65,8.96,58.33,2021-05-28
Colima,5.76,15,5.55,2021-05-28
Guanajuato,5.58,3.22,10.95,2021-05-28
Campeche,3.74,7.07,15.62,2021-05-28
Chiapas,3.29,3.01,4.54,2021-05-28
San Luis Potosí,3.09,5.38,8.57,2021-05-28
Quintana Roo,28.12,23.64,34.28,2021-05-29
Baja California Sur,27.42,17.67,0,2021-05-29
Tabasco,25.79,20.93,29.11,2021-05-29
Durango,24.41,11.57,21.81,2021-05-29
Nuevo León,20.92,20.75,32.49,2021-05-29
Tamaulipas,18.77,11.21,19.54,2021-05-29
Sonora,17.66,11.95,43.58,2021-05-29
Chihuahua,17.64,19.27,19.51,2021-05-29
Ciudad de México,13.97,12.95,15.08,2021-05-29
Veracruz de Ignacio de La Llave,13.67,10.43,18.34,2021-05-29
Sinaloa,13.37,13.75,17.47,2021-05-29
México,13.3,11.61,34.58,2021-05-29
Zacatecas,13.1,9.2,55.55,2021-05-29
Baja California,12.05,16.84,25,2021-05-29
Morelos,11.94,11.7,0,2021-05-29
Coahuila de Zaragoza,11.92,7.69,20,2021-05-29
Nayarit,11.92,8.86,0,2021-05-29
Michoacán de Ocampo,11.66,10.52,12.5,2021-05-29
Yucatán,11.65,24.59,63.15,2021-05-29
Guerrero,11.33,11.27,21.05,2021-05-29
Oaxaca,11.29,8.64,15.38,2021-05-29
Puebla,11.25,10.84,14.92,2021-05-29
Hidalgo,10.35,7.73,4.25,2021-05-29
Jalisco,10.24,8.74,17.81,2021-05-29
Aguascalientes,9.75,11.9,22.64,2021-05-29
Tlaxcala,8.97,14.01,0,2021-05-29
Colima,6.06,14.51,5.55,2021-05-29
Guanajuato,5.82,2.6,8.77,2021-05-29
Querétaro,5.12,9.64,58.33,2021-05-29
Chiapas,4.14,2.01,6.06,2021-05-29
San Luis Potosí,3.03,4.38,4.34,2021-05-29
Campeche,2.9,8.62,15.62,2021-05-29
Baja California Sur,28.17,20.11,0,2021-05-30
Quintana Roo,26.34,23.71,34.28,2021-05-30
Tabasco,25.35,24.69,34.32,2021-05-30
Nuevo León,21.16,21.67,31.96,2021-05-30
Tamaulipas,20.68,12.33,25,2021-05-30
Sonora,18.34,13.01,42.85,2021-05-30
Chihuahua,18.16,20.45,18.18,2021-05-30
Durango,15.58,7.69,17.14,2021-05-30
Coahuila de Zaragoza,15.51,9.18,50,2021-05-30
Ciudad de México,14.31,11.46,15.83,2021-05-30
Veracruz de Ignacio de La Llave,13.49,10.49,23.8,2021-05-30
Baja California,13.33,15.47,25,2021-05-30
Sinaloa,12.9,11.8,17.47,2021-05-30
Puebla,12.87,12.54,22.09,2021-05-30
México,12.78,11.12,38.66,2021-05-30
Michoacán de Ocampo,12.58,11.66,12.5,2021-05-30
Oaxaca,12.44,11.11,21.05,2021-05-30
Yucatán,12.34,24.86,66.66,2021-05-30
Hidalgo,12.11,7.9,4.65,2021-05-30
Morelos,12.08,5.73,0,2021-05-30
Guerrero,11.63,8.78,15.78,2021-05-30
Jalisco,11.34,8,16.66,2021-05-30
Zacatecas,10.66,9.63,50,2021-05-30
Colima,10.44,14.28,0,2021-05-30
Nayarit,9.9,8.75,100,2021-05-30
Aguascalientes,9.75,12.5,24.52,2021-05-30
Tlaxcala,9.55,14.01,0,2021-05-30
Querétaro,5.12,9.85,77.77,2021-05-30
Campeche,3.74,8.69,15.62,2021-05-30
Guanajuato,3.25,2.68,7.84,2021-05-30
San Luis Potosí,3.16,5.02,6.77,2021-05-30
Chiapas,3.05,3.02,6.34,2021-05-30
Quintana Roo,29.26,21.39,36.92,2021-05-31
Baja California Sur,29.19,20.98,0,2021-05-31
Durango,28.94,15.06,20.83,2021-05-31
Sonora,26.33,10.16,25,2021-05-31
Tamaulipas,22.25,13.08,28.73,2021-05-31
Nuevo León,21.57,22.07,32.52,2021-05-31
Tabasco,20.73,39.06,31.42,2021-05-31
Baja California,19.86,15.55,12.19,2021-05-31
Nayarit,19.29,3.94,0,2021-05-31
Chihuahua,16.88,20,15.21,2021-05-31
Ciudad de México,16.34,11.91,16.05,2021-05-31
Oaxaca,15.76,17.14,33.33,2021-05-31
Jalisco,14.65,8.15,17.11,2021-05-31
Michoacán de Ocampo,14.51,12.72,0,2021-05-31
Yucatán,13.93,20.99,62.5,2021-05-31
Sinaloa,13.27,12.84,21.17,2021-05-31
Coahuila de Zaragoza,13.23,7.29,5.71,2021-05-31
Puebla,13.21,11.9,24.69,2021-05-31
Hidalgo,13.04,8.16,5.71,2021-05-31
Veracruz de Ignacio de La Llave,13.03,9.03,21.35,2021-05-31
México,12.89,9.9,34.02,2021-05-31
Morelos,12.56,6.93,0,2021-05-31
Aguascalientes,12.3,12.57,26.53,2021-05-31
Guerrero,12.11,5.36,7.05,2021-05-31
Zacatecas,11.33,9.09,45,2021-05-31
Tlaxcala,10.32,9.7,0,2021-05-31
Colima,9.01,14.51,0,2021-05-31
Querétaro,7.01,10.3,62.5,2021-05-31
Chiapas,3.73,2.53,4.83,2021-05-31
Guanajuato,3.58,1.62,5.35,2021-05-31
Campeche,3.48,7.61,13.33,2021-05-31
San Luis Potosí,3.47,4.2,5.79,2021-05-31
Quintana Roo,31.67,20.26,34.78,2021-06-01
Baja California Sur,29.14,21.78,0,2021-06-01
Nayarit,23.42,2.53,0,2021-06-01
Tamaulipas,22.69,13.7,28.4,2021-06-01
Sonora,22.57,11.11,27.9,2021-06-01
Durango,22.47,14.58,19.29,2021-06-01
Nuevo León,21.92,19.49,31.39,2021-06-01
Tabasco,21.72,29.09,30.5,2021-06-01
Chihuahua,18.01,17.11,14.11,2021-06-01
Baja California,17.99,17.39,13.33,2021-06-01
Ciudad de México,17.34,18.68,17.95,2021-06-01
Yucatán,16.07,23.88,71.42,2021-06-01
Colima,14.75,20.58,5.55,2021-06-01
Oaxaca,13.86,13.75,27.86,2021-06-01
Veracruz de Ignacio de La Llave,13.33,8.18,21.1,2021-06-01
México,13.19,10.52,34.75,2021-06-01
Sinaloa,12.65,13.2,18.98,2021-06-01
Michoacán de Ocampo,12.61,12.8,14.28,2021-06-01
Jalisco,11.51,8.48,16.76,2021-06-01
Guerrero,10.93,6.14,3.37,2021-06-01
Hidalgo,10.9,8.87,5.71,2021-06-01
Morelos,10.55,9.57,0,2021-06-01
Puebla,10.22,12.04,14.75,2021-06-01
Coahuila de Zaragoza,10.03,9.45,37.5,2021-06-01
Zacatecas,10,8.48,40,2021-06-01
Tlaxcala,9.55,10.18,0,2021-06-01
Aguascalientes,8.58,11.83,24.52,2021-06-01
Querétaro,6.12,8.17,58.33,2021-06-01
San Luis Potosí,4.85,6.37,13.79,2021-06-01
Guanajuato,3.49,2,3.57,2021-06-01
Chiapas,3.48,4.45,6.34,2021-06-01
Campeche,2.46,5.66,3.57,2021-06-01
Quintana Roo,32.39,19.26,36.61,2021-06-02
Baja California Sur,25.84,20.76,0,2021-06-02
Tamaulipas,22.88,14.05,28.26,2021-06-02
Tabasco,21.89,29.44,30.26,2021-06-02
Nuevo León,21.54,18.32,29.62,2021-06-02
Durango,21.34,15.95,23.21,2021-06-02
Sonora,20.66,11.38,26.53,2021-06-02
Nayarit,19.81,5.06,0,2021-06-02
Baja California,17.53,19.04,24,2021-06-02
Chihuahua,16.84,19.04,11.76,2021-06-02
Ciudad de México,16,13.71,15.75,2021-06-02
Colima,15.7,20.28,0,2021-06-02
Yucatán,15.69,25,72.72,2021-06-02
Sinaloa,14.79,11.83,16.39,2021-06-02
Veracruz de Ignacio de La Llave,13.54,8.25,16.03,2021-06-02
México,12.51,9.78,36.27,2021-06-02
Oaxaca,12.27,12.5,26.66,2021-06-02
Guerrero,12.03,5.72,3.37,2021-06-02
Michoacán de Ocampo,11.4,12.03,18.75,2021-06-02
Jalisco,11.12,8.63,15.6,2021-06-02
Puebla,11.03,13.56,20.48,2021-06-02
Hidalgo,10.87,8.87,2.94,2021-06-02
Zacatecas,10.06,6.62,30,2021-06-02
Coahuila de Zaragoza,9.84,8.49,37.5,2021-06-02
Aguascalientes,9.75,10.71,24.52,2021-06-02
Morelos,9.13,4.03,0,2021-06-02
Tlaxcala,8.97,11.11,0,2021-06-02
Querétaro,7.97,7.66,54.54,2021-06-02
Campeche,4.69,14.47,19.04,2021-06-02
Guanajuato,4.25,1.75,5.35,2021-06-02
San Luis Potosí,3.98,4.92,10.71,2021-06-02
Chiapas,3.64,4.39,7.93,2021-06-02
Quintana Roo,31.94,17.44,33.33,2021-06-03
Baja California Sur,30.45,22.04,0,2021-06-03
Tamaulipas,23.38,15.62,26.88,2021-06-03
Nuevo León,22,18.76,32.91,2021-06-03
Tabasco,21.78,28.91,30.5,2021-06-03
Durango,21.59,12.9,24.56,2021-06-03
Sonora,20.06,10.21,20,2021-06-03
Nayarit,19.09,10,0,2021-06-03
Chihuahua,16.59,16.4,12.04,2021-06-03
Ciudad de México,16.21,18.2,17.84,2021-06-03
Yucatán,16.19,28.07,72.72,2021-06-03
Sinaloa,15.4,12.21,17.07,2021-06-03
Baja California,13.66,18.43,11.11,2021-06-03
Veracruz de Ignacio de La Llave,13.13,6.99,15.38,2021-06-03
Colima,13.09,20,0,2021-06-03
Aguascalientes,12.65,10.3,24.52,2021-06-03
Oaxaca,12,11.37,27.27,2021-06-03
México,11.73,9.2,28.33,2021-06-03
Hidalgo,11.64,9.14,3.33,2021-06-03
Jalisco,11.18,8.31,15.02,2021-06-03
Puebla,10.71,13.24,17.5,2021-06-03
Michoacán de Ocampo,10.7,10.63,18.75,2021-06-03
Guerrero,10.61,7.27,4.7,2021-06-03
Coahuila de Zaragoza,9.09,9.27,37.5,2021-06-03
Tlaxcala,8.86,10.18,0,2021-06-03
Morelos,8.68,5.12,0,2021-06-03
Zacatecas,8.21,6.13,27.77,2021-06-03
Querétaro,5.89,6.61,54.54,2021-06-03
Campeche,4.98,8.1,12.5,2021-06-03
San Luis Potosí,4.23,4.71,7.81,2021-06-03
Guanajuato,4.14,1.93,5.35,2021-06-03
Chiapas,3.92,4.74,9.52,2021-06-03
Baja California Sur,32.18,20.85,0,2021-06-04
Quintana Roo,30.5,19.66,33.33,2021-06-04
Tabasco,27.36,26.5,32.25,2021-06-04
Tamaulipas,23.82,18.33,40.54,2021-06-04
Nuevo León,21.35,18.33,29.78,2021-06-04
Durango,21.17,9.41,17.39,2021-06-04
Nayarit,20.18,13.58,0,2021-06-04
Sonora,17.64,12.28,21.05,2021-06-04
Baja California,17.06,17.94,11.36,2021-06-04
Sinaloa,16.99,11.58,16.21,2021-06-04
Colima,16.94,15.27,0,2021-06-04
Yucatán,15.98,30.45,73.91,2021-06-04
Ciudad de México,14.65,12.51,13.85,2021-06-04
Chihuahua,14,16.39,15.71,2021-06-04
Veracruz de Ignacio de La Llave,12.91,7.18,13.59,2021-06-04
Oaxaca,12.86,11.24,25.75,2021-06-04
Zacatecas,12.82,6.01,22.22,2021-06-04
Aguascalientes,12.65,11.58,24.52,2021-06-04
Hidalgo,12.13,6.83,3.33,2021-06-04
México,11.97,8.16,28.16,2021-06-04
Puebla,10.96,11.53,17.5,2021-06-04
Guerrero,10.95,6.57,4.44,2021-06-04
Jalisco,10.69,8.14,12.71,2021-06-04
Coahuila de Zaragoza,9.09,7.28,37.5,2021-06-04
Morelos,9.06,4.06,0,2021-06-04
Michoacán de Ocampo,8.4,10.87,18.75,2021-06-04
Campeche,5.8,11.6,15.62,2021-06-04
Tlaxcala,5.76,10.28,0,2021-06-04
Querétaro,5.63,5.81,45.45,2021-06-04
Guanajuato,4.18,1.88,8,2021-06-04
San Luis Potosí,3.97,4.12,7.54,2021-06-04
Chiapas,3.87,3.75,9.52,2021-06-04
Quintana Roo,32.84,18.72,44,2021-06-05
Baja California Sur,31.31,22.34,0,2021-06-05
Tabasco,29.68,31.62,34.88,2021-06-05
Durango,26.19,9.27,20,2021-06-05
Nuevo León,24.5,20.24,30.15,2021-06-05
Nayarit,23.27,16,0,2021-06-05
Tamaulipas,21.53,19.82,38.35,2021-06-05
Sonora,18.3,14.37,22.22,2021-06-05
Yucatán,16.36,34.88,76,2021-06-05
Colima,14.63,23.07,0,2021-06-05
Sinaloa,14.19,12.9,20.54,2021-06-05
Hidalgo,14.03,5.69,0,2021-06-05
Veracruz de Ignacio de La Llave,13.63,7.73,16.51,2021-06-05
Oaxaca,12.73,5.17,14,2021-06-05
Baja California,12.73,15.82,11.62,2021-06-05
Ciudad de México,12.59,9.29,8.5,2021-06-05
Chihuahua,12.34,14.06,13.41,2021-06-05
Coahuila de Zaragoza,11.9,9.48,66.66,2021-06-05
Aguascalientes,11.83,10.69,24.52,2021-06-05
Jalisco,11.55,9.01,11.68,2021-06-05
México,11.38,8.14,26.42,2021-06-05
Puebla,11,12.29,19.27,2021-06-05
Morelos,9.47,5.49,0,2021-06-05
Guerrero,8.13,7.54,7.89,2021-06-05
Michoacán de Ocampo,7.89,9.5,18.75,2021-06-05
Zacatecas,6.83,6.76,27.77,2021-06-05
Querétaro,6.48,5.76,45.45,2021-06-05
Tlaxcala,6.32,7.54,0,2021-06-05
Campeche,5.85,9.9,18.18,2021-06-05
Guanajuato,4.12,1.58,5.55,2021-06-05
Chiapas,3.87,3.76,9.52,2021-06-05
San Luis Potosí,3.79,3.73,10.76,2021-06-05
Baja California Sur,33.91,23.07,0,2021-06-06
Quintana Roo,32.55,17.13,33.33,2021-06-06
Tabasco,27.55,24.58,36.66,2021-06-06
Durango,25.88,8.24,19.64,2021-06-06
Nuevo León,24.22,22.06,32.92,2021-06-06
Nayarit,24.13,14.66,0,2021-06-06
Tamaulipas,19.34,17.24,31.25,2021-06-06
Yucatán,16.83,32.78,73.91,2021-06-06
Veracruz de Ignacio de La Llave,16.1,6.7,15.78,2021-06-06
Sonora,15.85,13.63,22.5,2021-06-06
Sinaloa,15.25,13.33,22.22,2021-06-06
Hidalgo,15.2,6.91,0,2021-06-06
Baja California,15.19,17.77,10.41,2021-06-06
Oaxaca,13.76,10.69,23.43,2021-06-06
Chihuahua,13.3,13.82,14.1,2021-06-06
Puebla,12.48,11.47,19.27,2021-06-06
Ciudad de México,12.33,8.88,8.98,2021-06-06
Coahuila de Zaragoza,12.06,11.3,100,2021-06-06
México,11.7,7.89,26.42,2021-06-06
Aguascalientes,11.56,9.31,24.52,2021-06-06
Jalisco,11.32,8.61,13.21,2021-06-06
Zacatecas,10.74,5.18,25,2021-06-06
Guerrero,10.52,8.58,7.89,2021-06-06
Michoacán de Ocampo,8.54,9.01,12.5,2021-06-06
Morelos,8.2,3.22,0,2021-06-06
Colima,8.13,17.39,0,2021-06-06
Querétaro,6.46,6.51,50,2021-06-06
Tlaxcala,5.69,9.34,0,2021-06-06
Campeche,5.05,10.81,15.62,2021-06-06
Guanajuato,4.21,1.2,5.35,2021-06-06
Chiapas,3.89,4.08,7.93,2021-06-06
San Luis Potosí,3.42,4.95,11.11,2021-06-06
Quintana Roo,34.57,16.46,34.78,2021-06-07
Baja California Sur,32.02,22.09,0,2021-06-07
Tabasco,25.7,32.24,33.33,2021-06-07
Durango,25,8.69,19.64,2021-06-07
Nuevo León,23.3,19.62,32.53,2021-06-07
Tamaulipas,21.29,17.69,30.76,2021-06-07
Nayarit,19.81,15,0,2021-06-07
Yucatán,17.44,37.72,76.92,2021-06-07
Baja California,16.66,15.87,14.28,2021-06-07
Oaxaca,16.66,9.2,21.21,2021-06-07
Chihuahua,15.65,11.65,13.33,2021-06-07
Colima,15.45,15.71,5.55,2021-06-07
Sinaloa,14.87,13.91,26.41,2021-06-07
Sonora,14.72,12.07,20.4,2021-06-07
Hidalgo,14.47,6.17,0,2021-06-07
Ciudad de México,14.46,11.22,11.52,2021-06-07
Veracruz de Ignacio de La Llave,14.28,9.09,17.27,2021-06-07
Puebla,13.77,11.4,19.76,2021-06-07
Jalisco,12.81,7.35,12.2,2021-06-07
Aguascalientes,12.13,9.43,24.52,2021-06-07
Coahuila de Zaragoza,12.13,9.83,50,2021-06-07
Guerrero,11.01,8.49,7.77,2021-06-07
México,10.75,8.3,25,2021-06-07
Morelos,8.42,4.83,0,2021-06-07
Michoacán de Ocampo,8.34,9.27,12.5,2021-06-07
Zacatecas,7.69,6.1,33.33,2021-06-07
Querétaro,6.91,6.64,50,2021-06-07
Tlaxcala,6.04,8.49,0,2021-06-07
Campeche,5.85,9.25,12.5,2021-06-07
Guanajuato,4.03,1.18,5.35,2021-06-07
San Luis Potosí,3.79,4.06,7.4,2021-06-07
Chiapas,3.65,4.71,9.52,2021-06-07
Quintana Roo,35.73,17.07,33.82,2021-06-08
Baja California Sur,33.9,24.59,0,2021-06-08
Nayarit,23.36,16.66,0,2021-06-08
Tamaulipas,22.79,16.07,26.5,2021-06-08
